Experience (Years),Education,Recruiter Decision,Salary Expectation ($),Projects Count,Score (0-100),Role_AI Researcher,Role_Cybersecurity Analyst,Role_Data Scientist,Role_Software Engineer,Cert_AWS Certified,Cert_Deep Learning Specialization,Cert_Google ML,Cert_None,C++,Cybersecurity,Deep Learning,Ethical Hacking,Java,Linux,Machine Learning,NLP,Networking,Python,Pytorch,React,SQL,TensorFlow
0.7000000000000001,2,1,0.026949483812769404,0.6000000000000001,100,True,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0.8,5,1,0.3703016938959608,1.0,100,False,False,True,False,False,False,False,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.1,5,1,0.35828655908589757,0.7000000000000001,70,False,False,False,True,False,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0.30000000000000004,3,0,0.9226220306705424,0.0,55,False,True,False,False,False,True,False,False,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0.1,1,0,0.6246366643279544,0.4,50,True,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.8,4,1,0.7788162774381078,0.8,100,False,True,False,False,False,False,True,False,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0.6000000000000001,5,1,0.6001678861381177,0.1,85,True,False,False,False,False,False,True,False,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.8,2,1,0.3288062543850857,0.0,95,False,True,False,False,False,False,False,True,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0.1,5,1,0.027112358424376093,0.7000000000000001,70,True,False,False,False,False,True,False,False,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0.9,4,1,0.5294176606194247,0.30000000000000004,100,False,False,False,True,False,False,True,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,1,1,0.04396361631753032,0.4,100,True,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,1,1,0,0,1
0.7000000000000001,4,1,0.9568883431893356,1.0,100,False,True,False,False,False,False,False,True,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0.2,1,1,0.7008870401924427,0.5,65,False,False,False,True,True,False,False,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1,3,1,0.7806078981657814,0.6000000000000001,70,False,True,False,False,False,True,False,False,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0.2,3,1,0.6302370452039692,0.4,65,True,False,False,False,False,False,True,False,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0.30000000000000004,2,1,0.7486844742908692,0.4,75,False,False,True,False,True,False,False,False,0,0,1,0,0,0,1,0,0,1,0,0,0,0
0.7000000000000001,2,1,0.7091811165681068,0.30000000000000004,100,False,True,False,False,False,False,True,False,0,0,0,1,0,1,0,0,1,0,0,0,0,0
0.2,4,0,0.6798261000300692,0.1,45,False,False,False,True,False,False,True,False,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1,2,1,0.07397013130199459,0.7000000000000001,65,False,False,False,True,False,False,True,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.30000000000000004,2,0,0.021098526611205815,0.30000000000000004,60,True,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0.8,3,1,0.06706675353312619,0.30000000000000004,100,False,True,False,False,True,False,False,False,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0.7000000000000001,1,1,0.537147940262604,1.0,100,False,False,True,False,False,False,False,True,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0.8,4,1,0.3803873909992984,0.8,100,True,False,False,False,True,False,False,False,0,0,0,0,0,0,0,1,0,1,1,0,0,1
0.1,1,1,0.0017164478300090158,1.0,80,False,True,False,False,False,False,False,True,0,1,0,1,0,1,0,0,1,0,0,0,0,0
1.0,5,1,0.7445499649193146,0.2,100,True,False,False,False,False,False,True,False,0,0,0,0,0,0,0,1,0,1,1,0,0,1
0.9,5,1,0.46423022952791426,0.0,100,False,True,False,False,False,False,False,True,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0.1,3,0,0.7295780294677761,0.1,35,True,False,False,False,False,False,True,False,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.6000000000000001,1,1,0.48595519695299194,0.4,100,True,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,1,1,0,0,1
0.8,3,1,0.7103964117470183,0.4,100,False,False,False,True,False,True,False,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.4,5,1,0.7110228525608902,0.1,70,False,True,False,False,True,False,False,False,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0.1,2,0,0.6825448531622733,0.6000000000000001,60,False,True,False,False,False,False,True,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.2,2,1,0.8317505262102838,0.4,65,False,False,True,False,False,True,False,False,0,0,1,0,0,0,1,0,0,1,0,0,0,0
0.7000000000000001,1,1,0.4985090708629849,0.6000000000000001,100,False,True,False,False,False,False,False,True,0,0,0,1,0,1,0,0,1,0,0,0,0,0
0.30000000000000004,5,1,0.037736794627643566,0.8,90,True,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0.2,3,1,0.7873609301393205,1.0,95,False,True,False,False,True,False,False,False,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0.1,4,0,0.9250776786609203,0.1,40,True,False,False,False,False,False,True,False,0,0,0,0,0,0,0,1,0,1,1,0,0,0
0.0,3,1,0.5065650997293776,0.8,70,False,False,False,True,True,False,False,False,1,0,0,0,1,0,0,0,0,0,0,1,1,0
0.30000000000000004,4,1,0.8825047609501855,0.4,70,False,False,True,False,True,False,False,False,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.9,3,1,0.4527788914503358,0.5,100,False,False,False,True,False,False,False,True,1,0,0,0,1,0,0,0,0,0,0,1,1,0
0.0,4,0,0.12139170091209783,0.7000000000000001,60,False,True,False,False,False,True,False,False,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0.7000000000000001,2,1,0.4446101032374462,0.0,90,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.1,2,1,0.5081938458454445,0.8,80,False,True,False,False,False,True,False,False,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0.5,2,1,0.33994437205572825,0.30000000000000004,75,False,False,True,False,False,False,False,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.8,5,1,0.8125814373058033,0.5,100,True,False,False,False,True,False,False,False,0,0,0,0,0,0,0,1,0,1,1,0,0,1
0.1,3,0,0.3044251779091912,0.4,50,False,False,True,False,False,False,True,False,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,4,1,0.13404580535231037,0.0,100,False,True,False,False,False,True,False,False,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0.5,2,1,0.48255988774180625,0.7000000000000001,100,False,False,True,False,True,False,False,False,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0.8,2,1,0.7417435100731684,0.4,100,False,False,False,True,False,False,True,False,1,0,0,0,0,0,0,0,0,0,0,1,1,0
0.0,2,0,0.30739450736694407,0.6000000000000001,50,False,True,False,False,True,False,False,False,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.2,1,1,0.9254034278841337,0.8,80,True,False,False,False,False,True,False,False,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.2,1,1,0.9893880926130101,0.8,85,False,False,True,False,False,True,False,False,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0.7000000000000001,4,1,0.2890648491530521,0.4,100,False,True,False,False,True,False,False,False,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0.5,1,1,0.01889345494637673,0.4,95,False,False,True,False,False,False,True,False,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0.4,4,1,0.7693069058835322,0.5,95,False,False,False,True,False,True,False,False,1,0,0,0,1,0,0,0,0,0,0,1,1,0
0.2,4,1,0.9151673849854667,0.8,80,False,False,False,True,True,False,False,False,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.9,2,1,0.6994462263205372,1.0,100,True,False,False,False,True,False,False,False,0,0,0,0,0,0,0,1,0,1,1,0,0,1
0.7000000000000001,3,1,0.14274080384885235,0.9,100,True,False,False,False,True,False,False,False,0,0,0,0,0,0,0,1,0,1,1,0,0,1
0.8,5,1,0.44967174501353113,0.1,100,True,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,1,1,0,0,1
0.2,2,0,0.9636413751628747,0.2,40,False,False,True,False,False,False,False,True,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.7000000000000001,4,1,0.6308509572015637,0.5,100,False,False,False,True,False,True,False,False,1,0,0,0,1,0,0,0,0,0,0,1,1,0
0.6000000000000001,2,1,0.40191189736393707,0.4,100,True,False,False,False,False,True,False,False,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0.9,3,1,0.186742006615215,0.1,100,False,False,False,True,False,False,False,True,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0.8,1,1,0.6372782399518895,1.0,100,False,True,False,False,False,False,True,False,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0.0,2,0,0.9189886739500852,0.2,35,False,False,True,False,False,True,False,False,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0.8,2,1,0.47615766262403536,0.6000000000000001,100,True,False,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,1,1,0,0,1
0.7000000000000001,1,1,0.39680014032274236,0.2,100,True,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0.1,5,1,0.24515134810063155,1.0,85,False,True,False,False,True,False,False,False,0,0,0,1,0,1,0,0,1,0,0,0,0,0
1.0,1,1,0.5835672045705123,0.2,100,True,False,False,False,True,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.0,3,0,0.4653202365440514,0.1,25,True,False,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.1,4,0,0.7188283051017341,0.0,35,True,False,False,False,True,False,False,False,0,0,0,0,0,0,0,1,0,1,1,0,0,0
0.7000000000000001,4,1,0.7396136113060039,0.1,95,True,False,False,False,False,False,True,False,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.0,3,0,0.4348376265410444,0.5,45,False,True,False,False,True,False,False,False,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.0,2,1,0.6196501954495339,0.5,100,False,False,False,True,False,True,False,False,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.8,3,1,0.8636614212689186,0.8,100,False,False,True,False,False,False,True,False,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0.9,5,1,0.6810915104740904,0.4,100,False,True,False,False,False,True,False,False,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0.0,5,0,0.0445649994988474,0.7000000000000001,60,False,False,True,False,False,False,True,False,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0.0,1,0,0.08762654104440215,0.8,50,False,True,False,False,False,False,False,True,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.2,5,0,0.10451538538638872,0.1,45,False,True,False,False,True,False,False,False,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0.8,4,1,0.448694497343891,0.30000000000000004,100,True,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,1,1,0,0,0
0.30000000000000004,3,1,0.7877743810764759,0.7000000000000001,85,False,True,False,False,False,True,False,False,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.7000000000000001,5,1,0.10160870001002309,0.0,90,True,False,False,False,False,True,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.30000000000000004,4,0,0.3912122882630049,0.1,60,False,False,True,False,True,False,False,False,0,0,1,0,0,0,1,0,0,1,0,0,0,0
0.4,2,1,0.6296983061040393,0.7000000000000001,100,False,False,False,True,False,True,False,False,1,0,0,0,1,0,0,0,0,0,0,1,1,0
0.6000000000000001,3,1,0.1638769169088905,0.8,100,False,True,False,False,True,False,False,False,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0.0,5,0,0.42383732584945377,0.1,25,False,False,True,False,False,False,True,False,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1.0,3,1,0.10955196952991886,0.5,100,False,False,False,True,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,1,1,0
0.9,4,1,0.7411170692592965,0.1,100,True,False,False,False,False,False,True,False,0,0,0,0,0,0,0,1,0,1,1,0,0,1
0.0,3,1,0.33767665630951194,0.9,75,True,False,False,False,False,True,False,False,0,0,0,0,0,0,0,1,0,1,1,0,0,1
0.30000000000000004,1,0,0.5371604690788816,0.30000000000000004,55,True,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.7000000000000001,2,1,0.8119424676756541,0.2,90,False,False,True,False,False,False,False,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.2,5,1,0.9663977147439111,0.5,70,False,True,False,False,False,True,False,False,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0.2,4,0,0.7034178610804851,0.1,45,False,False,False,True,False,False,False,True,1,0,0,0,1,0,0,0,0,0,0,1,1,0
1.0,2,1,0.6590658514583543,0.8,100,False,False,True,False,False,False,False,True,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0.2,3,1,0.5252956800641475,0.7000000000000001,75,False,False,True,False,False,False,False,True,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0.6000000000000001,4,1,0.26997093314623644,0.4,100,False,True,False,False,False,True,False,False,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.2,5,1,0.41985316227322844,0.9,85,True,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.2,1,0,0.8032224115465572,0.30000000000000004,60,False,True,False,False,True,False,False,False,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0.6000000000000001,2,1,0.12914703818783202,0.5,100,False,False,True,False,False,False,False,True,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0.4,1,1,0.7278741104540443,0.8,100,False,False,False,True,False,False,False,True,1,0,0,0,1,0,0,0,0,0,0,1,1,0
0.9,4,1,0.9734764959406637,0.30000000000000004,100,True,False,False,False,False,True,False,False,0,0,0,0,0,0,0,1,0,1,1,0,0,1
0.2,1,1,0.5537360930139321,0.6000000000000001,70,False,False,True,False,False,False,False,True,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0.2,1,0,0.8526987070261602,0.2,60,False,True,False,False,False,True,False,False,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0.8,4,1,0.8018692993885939,0.4,100,False,True,False,False,False,False,True,False,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0.6000000000000001,2,1,0.506778089606094,0.6000000000000001,100,False,False,True,False,False,False,True,False,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.1,3,1,0.604690788814273,1.0,75,True,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1.0,3,1,0.3948581737997394,0.9,100,False,True,False,False,False,False,True,False,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0.5,5,1,0.6874436203267515,1.0,100,False,False,False,True,False,True,False,False,1,0,0,0,1,0,0,0,0,0,0,1,1,0
0.2,5,1,0.41173448932544854,1.0,100,True,False,False,False,False,True,False,False,0,0,0,0,0,0,0,1,0,1,1,0,0,1
0.8,1,1,0.622970331763055,1.0,100,True,False,False,False,False,False,True,False,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.6000000000000001,1,1,0.15960459055828413,0.9,100,False,False,True,False,True,False,False,False,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0.1,4,1,0.6058434399117971,1.0,75,False,False,False,True,False,False,False,True,1,0,0,0,0,0,0,0,0,0,0,1,1,0
0.4,1,1,0.9332464668738099,0.8,100,False,False,True,False,False,False,True,False,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0.1,4,1,0.9079758444422172,0.7000000000000001,65,False,False,True,False,False,True,False,False,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.6000000000000001,2,1,0.8312619023754637,0.0,80,False,False,True,False,True,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.30000000000000004,2,1,0.29375062644081396,0.8,80,False,False,False,True,False,False,False,True,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.0,2,0,0.5331011326049915,0.7000000000000001,50,False,True,False,False,False,False,False,True,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0.6000000000000001,1,1,0.7444246767565401,0.8,100,False,False,True,False,False,False,True,False,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0.1,5,0,0.1528891450335773,0.1,45,False,False,True,False,False,True,False,False,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0.5,3,1,0.8316502956800642,0.5,95,False,False,False,True,False,False,True,False,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,3,1,0.7131527513280547,0.5,100,False,True,False,False,False,False,True,False,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0.1,4,1,0.4793399819585046,1.0,85,False,True,False,False,True,False,False,False,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0.2,1,0,0.23849854665731185,0.4,60,False,True,False,False,False,False,False,True,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0.2,2,1,0.19157812969830612,0.7000000000000001,80,False,False,True,False,False,True,False,False,0,0,1,0,0,0,1,0,0,1,0,0,0,0
0.9,3,1,0.7668637867094317,0.0,100,True,False,False,False,True,False,False,False,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0.0,2,1,0.17056730480104243,0.8,70,False,False,False,True,True,False,False,False,1,0,0,0,1,0,0,0,0,0,0,1,1,0
0.5,4,1,0.9370802846547059,0.8,100,False,False,True,False,False,False,True,False,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.5,3,1,0.7776009822591963,0.30000000000000004,95,False,True,False,False,False,True,False,False,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0.5,2,1,0.41938959607096327,1.0,100,False,False,True,False,False,False,False,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.8,2,1,0.6656434800040092,0.2,100,False,True,False,False,False,True,False,False,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0.30000000000000004,5,1,0.7349528916507968,0.4,75,False,False,False,True,False,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0.30000000000000004,4,1,0.04920066152149949,1.0,100,False,False,True,False,True,False,False,False,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.9,2,1,0.6718201864287863,0.0,100,False,False,True,False,False,False,False,True,0,0,1,0,0,0,1,0,0,1,0,0,0,0
0.4,4,1,0.1583266512979854,0.9,100,False,True,False,False,False,False,False,True,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0.7000000000000001,2,1,0.32133907988373267,0.0,95,False,False,False,True,True,False,False,False,1,0,0,0,0,0,0,0,0,0,0,1,1,0
0.0,5,0,0.2770873007918212,0.5,55,False,True,False,False,True,False,False,False,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0.7000000000000001,3,1,0.9420416959005713,0.5,100,False,False,False,True,True,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.1,2,1,0.26975794326951996,0.9,85,False,False,True,False,True,False,False,False,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0.5,5,1,0.4926330560288664,0.4,90,True,False,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.2,1,0,0.18384785005512683,0.1,50,False,True,False,False,True,False,False,False,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0.7000000000000001,3,1,0.6494562493735592,0.0,90,False,True,False,False,False,True,False,False,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1.0,1,1,0.3640874010223515,0.4,100,False,False,False,True,False,True,False,False,1,0,0,0,1,0,0,0,0,0,0,1,1,0
0.2,4,1,0.31230580334769975,0.6000000000000001,70,True,False,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.7000000000000001,4,1,0.06506214292873613,0.8,100,False,False,False,True,True,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.4,2,0,0.44439711336072973,0.0,60,False,True,False,False,False,False,False,True,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0.0,2,0,0.6299112959807558,0.8,60,False,False,True,False,True,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0,1,0,0.6147013130199459,0.8,50,False,False,False,True,False,False,False,True,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.8,4,1,0.7549864688784205,0.0,100,False,False,True,False,True,False,False,False,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0.7000000000000001,1,1,0.2806705422471686,0.8,100,True,False,False,False,False,False,True,False,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0.30000000000000004,4,1,0.18953593264508373,0.9,85,False,True,False,False,False,False,False,True,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.1,3,1,0.4999749423674451,1.0,90,False,False,True,False,False,True,False,False,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0.6000000000000001,4,1,0.621567104339982,1.0,100,False,True,False,False,False,False,True,False,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0.0,4,1,0.7823243459957905,0.7000000000000001,65,False,True,False,False,False,False,True,False,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0.30000000000000004,1,1,0.7040568307106345,0.9,90,False,False,False,True,False,False,False,True,0,0,0,0,1,0,0,0,0,0,0,1,1,0
0.1,4,0,0.8584870201463366,0.30000000000000004,45,False,False,True,False,True,False,False,False,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.2,3,1,0.9472035682068758,0.7000000000000001,65,False,True,False,False,False,False,False,True,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0.1,3,0,0.31487421068457455,0.6000000000000001,60,False,True,False,False,True,False,False,False,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.0,3,0,0.6767314824095421,0.0,20,False,False,False,True,False,False,False,True,1,0,0,0,1,0,0,0,0,0,0,1,1,0
0.9,5,1,0.06211787110353817,0.5,100,False,False,True,False,False,False,False,True,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0.0,2,0,0.9594066352611006,0.30000000000000004,40,False,False,True,False,False,False,True,False,0,0,1,0,0,0,1,0,0,1,0,0,0,0
0.8,1,1,0.41416507968327154,0.9,100,True,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.7000000000000001,1,1,0.44379573017941265,0.7000000000000001,100,True,False,False,False,False,False,True,False,0,0,0,0,0,0,0,1,0,1,1,0,0,1
0.0,5,1,0.5247694697804952,1.0,70,True,False,False,False,False,True,False,False,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.4,4,1,0.24259546958003408,0.9,100,False,False,False,True,False,False,True,False,1,0,0,0,1,0,0,0,0,0,0,1,1,0
0.6000000000000001,3,1,0.2246542046707427,0.2,85,False,False,True,False,False,False,False,True,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0.0,2,0,0.7213340683572216,0.4,30,False,True,False,False,False,False,False,True,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.2,3,0,0.45425729177107355,0.4,60,False,True,False,False,True,False,False,False,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0.7000000000000001,2,1,0.7895284153553173,0.2,100,False,True,False,False,True,False,False,False,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0.30000000000000004,1,1,0.014871704921319062,0.6000000000000001,70,False,False,False,True,False,False,False,True,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.1,1,0,0.0012654104440212866,0.1,45,True,False,False,False,True,False,False,False,0,0,0,0,0,0,0,1,0,1,1,0,0,1
0.4,3,1,0.5357697704720858,0.5,90,False,False,False,True,False,True,False,False,0,0,0,0,1,0,0,0,0,0,0,1,1,0
0.5,3,1,0.5263105141826201,0.9,100,True,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.2,1,0,0.2561892352410545,0.2,45,False,True,False,False,False,False,False,True,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0.5,2,1,0.19305653001904388,0.8,100,True,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.6000000000000001,4,1,0.17413801744011226,0.7000000000000001,100,False,False,True,False,False,True,False,False,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.0,2,1,0.6435050616417761,0.5,100,False,True,False,False,False,False,False,True,0,0,0,1,0,1,0,0,1,0,0,0,0,0
0.7000000000000001,5,1,0.7531071464368047,0.6000000000000001,100,False,False,False,True,False,False,False,True,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0.30000000000000004,1,0,0.9873458955597876,0.0,45,False,False,False,True,False,False,False,True,0,0,0,0,1,0,0,0,0,0,0,1,1,0
0.4,5,1,0.07076275433497048,0.9,100,True,False,False,False,False,False,True,False,0,0,0,0,0,0,0,1,0,1,1,0,0,0
1.0,3,1,0.1381677859075875,0.0,100,False,False,False,True,False,False,True,False,1,0,0,0,1,0,0,0,0,0,0,1,1,0
0.30000000000000004,1,1,0.44120226520998307,0.5,80,False,True,False,False,True,False,False,False,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0.1,3,0,0.21662323343690493,0.2,45,False,True,False,False,False,False,True,False,0,0,0,1,0,1,0,0,1,0,0,0,0,0
0.8,1,1,0.38829307407036184,0.7000000000000001,100,False,False,False,True,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,1,1,0.7254435200962215,1.0,75,False,False,True,False,False,True,False,False,0,0,1,0,0,0,1,0,0,1,0,0,0,0
0.8,1,1,0.9781497444121481,1.0,100,False,False,True,False,False,True,False,False,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.2,2,1,0.3715545755237045,1.0,100,False,False,True,False,False,False,True,False,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1.0,3,1,0.4732760348802246,0.1,100,True,False,False,False,True,False,False,False,0,0,0,0,0,0,0,1,0,1,1,0,0,1
0.30000000000000004,3,1,0.9035281146637266,0.6000000000000001,85,True,False,False,False,True,False,False,False,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0.8,2,1,0.5093089104941366,0.2,100,True,False,False,False,True,False,False,False,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0.4,2,1,0.6780219504861182,0.4,80,True,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,1,1,0,0,1
0.6000000000000001,2,1,0.9372181016337577,0.7000000000000001,100,False,False,False,True,False,False,True,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1,1,0.8517715746216299,0.1,100,False,True,False,False,False,True,False,False,0,0,0,1,0,1,0,0,1,0,0,0,0,0
0.1,2,0,0.2585070662523805,0.1,40,True,False,False,False,True,False,False,False,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1.0,3,1,0.6886463866893857,0.2,100,False,False,False,True,False,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1.0,4,1,0.5651373158264008,0.2,100,True,False,False,False,False,False,True,False,0,0,0,0,0,0,0,1,0,1,1,0,0,0
0.1,5,0,0.551844241756039,0.30000000000000004,55,False,False,True,False,True,False,False,False,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0.8,4,1,0.3086724466272427,0.1,95,True,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.9,3,1,0.8493284554475293,0.5,100,True,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.9,2,1,0.45193946075974745,0.8,100,False,False,False,True,False,True,False,False,1,0,0,0,1,0,0,0,0,0,0,1,0,0
